string_id	form_key	record_type	editor_id	field	occurrence	source	target	provenance
00000043	01CEA1:Skyrim.esm	MGEF	MAG_FireDamageFFAimedArea50	FULL	0	Fireball	火球術	Mysticism 2.4.2 CHT exact FormKey seed
00000044	01CEA1:Skyrim.esm	MGEF	MAG_FireDamageFFAimedArea50	DNAM	0	Deals <mag> Fire damage in a large area. Targets on fire take extra damage over time.	大範圍內造成 <mag> 點火焰傷害。燃燒中的目標受到額外的持續傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000045	01CEA2:Skyrim.esm	MGEF	MAG_FrostDamageFFAimed25	FULL	0	Ice Spike	冰錐術	Mysticism 2.4.2 CHT exact FormKey seed
00000046	01CEA2:Skyrim.esm	MGEF	MAG_FrostDamageFFAimed25	DNAM	0	Deals <mag> Frost damage to Health and Stamina.	對生命與耐力造成 <mag> 點的寒霜傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000047	01CEA3:Skyrim.esm	MGEF	MAG_FrostDamageFFAimedArea50	FULL	0	Ice Storm	冰霜氣團術	Mysticism 2.4.2 CHT exact FormKey seed
00000048	01CEA3:Skyrim.esm	MGEF	MAG_FrostDamageFFAimedArea50	DNAM	0	Deals <mag> Frost damage to Health and Stamina in a large area.	大範圍區域內對生命與耐力造成 <mag> 點的寒霜傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000049	01CEA4:Skyrim.esm	MGEF	MAG_RestoreHealthConcSelf00	FULL	0	Restore Health	回復生命	Mysticism 2.4.2 CHT exact FormKey seed
0000004A	01CEA4:Skyrim.esm	MGEF	MAG_RestoreHealthConcSelf00	DNAM	0	Restores <mag> Health per second.	每秒恢復 <mag> 點生命。	Mysticism 2.4.2 CHT exact FormKey seed
0000004B	01CEA5:Skyrim.esm	MGEF	MAG_RestoreHealthConcActor	FULL	0	Restore Health	回復生命	Mysticism 2.4.2 CHT exact FormKey seed
0000004C	01CEA5:Skyrim.esm	MGEF	MAG_RestoreHealthConcActor	DNAM	0	Restores <mag> Health per second to living targets.	每秒恢復活著的目標 <mag> 點生命。	Mysticism 2.4.2 CHT exact FormKey seed
0000004D	01CEA7:Skyrim.esm	MGEF	MAG_RestoreHealthFFActor	FULL	0	Restore Health	回復生命	Mysticism 2.4.2 CHT exact FormKey seed
0000004E	01CEA7:Skyrim.esm	MGEF	MAG_RestoreHealthFFActor	DNAM	0	Restores <mag> Health to living targets.	恢復活著的目標 <mag> 點生命。	Mysticism 2.4.2 CHT exact FormKey seed
0000004F	01CEA8:Skyrim.esm	MGEF	MAG_ShockDamageFFAimed25	FULL	0	Shock Damage	閃電傷害	Mysticism 2.4.2 CHT exact FormKey seed
00000050	01CEA8:Skyrim.esm	MGEF	MAG_ShockDamageFFAimed25	DNAM	0	Deals <mag> Shock damage to Health and Magicka.	對生命與法力造成 <mag> 點的閃電傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000051	01CEAA:Skyrim.esm	MGEF	MAG_SummonFlameAtronach	FULL	0	Conjure Flame Atronach	烈焰屬靈召喚術	Mysticism 2.4.2 CHT exact FormKey seed
00000052	01CEAA:Skyrim.esm	MGEF	MAG_SummonFlameAtronach	DNAM	0	Summons a Flame Atronach for <dur> seconds.	召喚一個烈焰屬靈，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000053	01CEAB:Skyrim.esm	MGEF	MAG_SummonFrostAtronach	FULL	0	Conjure Frost Atronach	寒霜屬靈召喚術	Mysticism 2.4.2 CHT exact FormKey seed
00000054	01CEAB:Skyrim.esm	MGEF	MAG_SummonFrostAtronach	DNAM	0	Summons a Frost Atronach for <dur> seconds.	召喚一個寒霜屬靈，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000055	01CEAC:Skyrim.esm	MGEF	MAG_SummonStormAtronach	FULL	0	Conjure Storm Atronach	風暴屬靈召喚術	Mysticism 2.4.2 CHT exact FormKey seed
00000056	01CEAC:Skyrim.esm	MGEF	MAG_SummonStormAtronach	DNAM	0	Summons a Storm Atronach for <dur> seconds.	召喚一個風暴屬靈，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000057	01EA6A:Skyrim.esm	MGEF	MAG_InvisibilityFFSelf75	FULL	0	Invisibility	隱形	Mysticism 2.4.2 CHT exact FormKey seed
00000058	01EA6A:Skyrim.esm	MGEF	MAG_InvisibilityFFSelf75	DNAM	0	You are invisible for <dur> seconds. Activating an object or attacking will break this spell.	你在 <dur> 秒內隱形。與物件互動或發動攻擊將中斷此法術。	Mysticism 2.5.0 custom; Skyrim 8.20 terminology
00000059	01EA6C:Skyrim.esm	MGEF	MAG_LightFFSelf	FULL	0	Candlelight	燭光術	Mysticism 2.4.2 CHT exact FormKey seed
0000005A	01EA6C:Skyrim.esm	MGEF	MAG_LightFFSelf	DNAM	0	You create a hovering light that lasts for <dur> seconds.	製造一個懸浮的光源，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
0000005B	01EA6D:Skyrim.esm	MGEF	MAG_LightFFAimed	FULL	0	Magelight	魔光術	Mysticism 2.4.2 CHT exact FormKey seed
0000005C	01EA6D:Skyrim.esm	MGEF	MAG_LightFFAimed	DNAM	0	You create a hovering light that lasts <dur> seconds and lands wherever you are pointing.	製造一個懸浮的光源，持續 <dur> 秒。會投射到指向的方向。	Mysticism 2.4.2 CHT exact FormKey seed
0000005D	01EA6E:Skyrim.esm	MGEF	MAG_ParalyzeFFAimed50Dummy	FULL	0	Paralyze	麻痺	Mysticism 2.4.2 CHT exact FormKey seed
0000005E	01EA6E:Skyrim.esm	MGEF	MAG_ParalyzeFFAimed50Dummy	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
0000005F	01EA73:Skyrim.esm	MGEF	MAG_WaterbreathingFFSelf	FULL	0	Waterbreathing	水中呼吸	Mysticism 2.4.2 CHT exact FormKey seed
00000060	01EA73:Skyrim.esm	MGEF	MAG_WaterbreathingFFSelf	DNAM	0	You can breathe underwater for <dur> seconds.	能夠在水中呼吸，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000061	01EA74:Skyrim.esm	MGEF	MAG_DetectLifeFriendInteriorConcSelf	FULL	0	Detect Life Friend Interior	Detect Life Friend Interior	Mysticism 2.4.2 CHT exact FormKey seed
00000062	01EA74:Skyrim.esm	MGEF	MAG_DetectLifeFriendInteriorConcSelf	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000063	01EA75:Skyrim.esm	MGEF	MAG_DetectDeadEnemyInteriorConcSelf	FULL	0	Detect Dead Enemy Interior	Detect Dead Enemy Interior	Mysticism 2.4.2 CHT exact FormKey seed
00000064	01EA75:Skyrim.esm	MGEF	MAG_DetectDeadEnemyInteriorConcSelf	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000065	01EA76:Skyrim.esm	MGEF	MAG_CourageFFSelfArea50	FULL	0	Rally	振奮	Mysticism 2.4.2 CHT exact FormKey seed
00000066	01EA76:Skyrim.esm	MGEF	MAG_CourageFFSelfArea50	DNAM	0	Nearby living allies receive <50> extra Health, Magicka, and Stamina for <dur> seconds.	附近活著的同伴獲得額外 <50> 點生命、法力與耐力，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000067	01EA77:Skyrim.esm	MGEF	MAG_FearFFAimed25	FULL	0	Fear	威懼	Mysticism 2.4.2 CHT exact FormKey seed
00000068	01EA77:Skyrim.esm	MGEF	MAG_FearFFAimed25	DNAM	0	Living targets up to level <mag> flee from combat for <dur> seconds.	最高 <mag> 級的活著目標逃避戰鬥，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000069	01EA78:Skyrim.esm	MGEF	MAG_FrenzyFFAimedArea50	FULL	0	Frenzy	狂心	Mysticism 2.4.2 CHT exact FormKey seed
0000006A	01EA78:Skyrim.esm	MGEF	MAG_FrenzyFFAimedArea50	DNAM	0	Living targets up to level <mag> in a large area will attack anyone nearby for <dur> seconds.	大範圍內最高 <mag> 級的活著目標攻擊周圍的任何目標，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
0000006B	01EA79:Skyrim.esm	MGEF	MAG_CourageFFSelfArea00	FULL	0	Courage	勇氣	Mysticism 2.4.2 CHT exact FormKey seed
0000006C	01EA79:Skyrim.esm	MGEF	MAG_CourageFFSelfArea00	DNAM	0	Nearby living allies receive <25> extra Health, Magicka, and Stamina for <dur> seconds.	附近活著的同伴獲得額外 <25> 點生命、法力與耐力，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
0000006D	01EA7A:Skyrim.esm	MGEF	MAG_FearFFAimedArea75	FULL	0	Fear	威懼	Mysticism 2.4.2 CHT exact FormKey seed
0000006E	01EA7A:Skyrim.esm	MGEF	MAG_FearFFAimedArea75	DNAM	0	Living targets up to level <mag> in a large area flee from combat for <dur> seconds.	大範圍內最高 <mag> 級的活著目標逃避戰鬥，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
0000006F	026D7C:Skyrim.esm	MGEF	MAG_FrenzyFFAimedAreaDummy	FULL	0	Rally Secondary	次級振奮術	Mysticism 2.4.2 CHT exact FormKey seed
00000070	026D7C:Skyrim.esm	MGEF	MAG_FrenzyFFAimedAreaDummy	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000071	026D7E:Skyrim.esm	MGEF	MAG_FrenzyFFAimedDummy	FULL	0	Frenzy	狂心	Mysticism 2.4.2 CHT exact FormKey seed
00000072	026D7E:Skyrim.esm	MGEF	MAG_FrenzyFFAimedDummy	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000073	02ACD4:Skyrim.esm	MGEF	MAG_HazardFireDamageFFContact	FULL	0	Fire hazard	Fire hazard	Mysticism 2.4.2 CHT exact FormKey seed
00000074	02ACD4:Skyrim.esm	MGEF	MAG_HazardFireDamageFFContact	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000075	03AE9E:Skyrim.esm	MGEF	MAG_FireCloakFFSelf	FULL	0	Flame Cloak	火焰斗篷術	Mysticism 2.4.2 CHT exact FormKey seed
00000076	03AE9E:Skyrim.esm	MGEF	MAG_FireCloakFFSelf	DNAM	0	For <dur> seconds, nearby enemies take <mag> Fire damage per second. Targets on fire take extra damage over time.	在 <dur> 秒內，附近的敵人每秒受到 <mag> 點火焰傷害。燃燒中的目標受到額外的持續傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000077	03AEA0:Skyrim.esm	MGEF	MAG_FrostCloakFFSelf	FULL	0	Frost Cloak	冰霜斗篷術	Mysticism 2.4.2 CHT exact FormKey seed
00000078	03AEA0:Skyrim.esm	MGEF	MAG_FrostCloakFFSelf	DNAM	0	For <dur> seconds, nearby enemies take <mag> Frost damage per second to Health and Stamina.	在 <dur> 秒內，每秒對附近的敵人造成生命和耐力 <mag> 點寒霜傷害。	Mysticism 2.4.2 CHT exact FormKey seed
00000079	03AEA1:Skyrim.esm	MGEF	MAG_ShockCloakFFSelf	FULL	0	Shock Cloak	閃電斗篷術	Mysticism 2.4.2 CHT exact FormKey seed
0000007A	03AEA1:Skyrim.esm	MGEF	MAG_ShockCloakFFSelf	DNAM	0	For <dur> seconds, nearby enemies take <mag> Shock damage per second to Health and Magicka.	在 <dur> 秒內，每秒對附近的敵人造成生命和法力 <mag> 點閃電傷害。	Mysticism 2.4.2 CHT exact FormKey seed
0000007B	03E07B:Skyrim.esm	MGEF	MAG_HazardFrostDamageFFContact	FULL	0	Ice Hazard	寒霜災害	Mysticism 2.4.2 CHT exact FormKey seed
0000007C	03E07B:Skyrim.esm	MGEF	MAG_HazardFrostDamageFFContact	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
0000007D	0424FA:Skyrim.esm	MGEF	MAG_BoundSwordFFSelfMystic	FULL	0	Bound Sword	長劍塑形術	Mysticism 2.4.2 CHT exact FormKey seed
0000007E	0424FA:Skyrim.esm	MGEF	MAG_BoundSwordFFSelfMystic	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
0000007F	0424FF:Skyrim.esm	MGEF	MAG_BoundBattleAxeFFSelfMystic	FULL	0	Bound Battleaxe	巨斧塑形術	Mysticism 2.4.2 CHT exact FormKey seed
00000080	0424FF:Skyrim.esm	MGEF	MAG_BoundBattleAxeFFSelfMystic	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000081	042500:Skyrim.esm	MGEF	MAG_BoundBowFFSelfMystic	FULL	0	Mystic Bow	魔能戰弓	Mysticism 2.4.2 CHT exact FormKey seed
00000082	042500:Skyrim.esm	MGEF	MAG_BoundBowFFSelfMystic	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000083	04250D:Skyrim.esm	MGEF	MAG_PerkRespiteConcSelf	FULL	0	Restore Stamina	恢復耐力	Mysticism 2.4.2 CHT exact FormKey seed
00000084	04250D:Skyrim.esm	MGEF	MAG_PerkRespiteConcSelf	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000085	045D5A:Skyrim.esm	MGEF	MAG_HazardShockBarrierFFContact	FULL	0	Shock Hazard	閃電災害	Mysticism 2.4.2 CHT exact FormKey seed
00000086	045D5A:Skyrim.esm	MGEF	MAG_HazardShockBarrierFFContact	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
00000087	04B145:Skyrim.esm	MGEF	MAG_TurnUndeadFFAimed00	FULL	0	Turn Lesser Undead	初階驅邪術	Mysticism 2.4.2 CHT exact FormKey seed
00000088	04B145:Skyrim.esm	MGEF	MAG_TurnUndeadFFAimed00	DNAM	0	Undead up to level <mag> are turned for <dur> seconds.	最高 <mag> 級的不死者被驅離，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
00000089	04D3F7:Skyrim.esm	MGEF	MAG_TurnUndeadFFAimedArea25	FULL	0	Repel Undead	進階辟邪術	Mysticism 2.4.2 CHT exact FormKey seed
0000008A	04D3F7:Skyrim.esm	MGEF	MAG_TurnUndeadFFAimedArea25	DNAM	0	Undead up to level <mag> are turned for <dur> seconds.	最高 <mag> 級的不死者被驅離，持續 <dur> 秒。	Mysticism 2.4.2 CHT exact FormKey seed
0000008B	04D3F9:Skyrim.esm	MGEF	MAG_TurnUndeadPushFFAimed	FULL	0	Turn Undead Push	Turn Undead Push	Mysticism 2.4.2 CHT exact FormKey seed
0000008C	04D3F9:Skyrim.esm	MGEF	MAG_TurnUndeadPushFFAimed	DNAM	0			Mysticism 2.4.2 CHT exact FormKey seed
0000008D	04DBA3:Skyrim.esm	MGEF	MAG_SoulTrapFFActor	FULL	0	Soul Trap	縛魂術	Mysticism 2.4.2 CHT exact FormKey seed
