string_id	form_key	record_type	editor_id	field	occurrence	source	target	provenance
0000000B	10DE5F:Skyrim.esm	MGEF	MAG_AlchDamageMagickaDuration	FULL	0	Lingering Damage Magicka	持續減損法力	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000000C	10DE5F:Skyrim.esm	MGEF	MAG_AlchDamageMagickaDuration	DNAM	0	Deals <mag> Magicka damage per second for <dur> seconds.	每秒造成 <mag> 點法力傷害，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000000D	10DE5E:Skyrim.esm	MGEF	MAG_AlchDamageStaminaDuration	FULL	0	Lingering Damage Stamina	持續減損耐力	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000000E	10DE5E:Skyrim.esm	MGEF	MAG_AlchDamageStaminaDuration	DNAM	0	Deals <mag> Stamina damage per second for <dur> seconds.	每秒造成 <mag> 點耐力傷害，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000000F	000815:Apothecary.esp	MGEF	MAG_ControllerGeneralEffect	FULL	0	General Controller Effect	General Controller Effect	internal controller text retained
00000010	000815:Apothecary.esp	MGEF	MAG_ControllerGeneralEffect	DNAM	0			empty field retained
00000011	0CB06A:Apothecary.esp	MGEF	MAG_ControllerScalingEffect	FULL	0	General Scaling Effect	General Scaling Effect	internal controller text retained
00000012	0CB06A:Apothecary.esp	MGEF	MAG_ControllerScalingEffect	DNAM	0			empty field retained
00000013	0F3879:Apothecary.esp	MGEF	MAG_AlchBecomeEthereal	FULL	0	Become Ethereal	虛體變換	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000014	0F3879:Apothecary.esp	MGEF	MAG_AlchBecomeEthereal	DNAM	0	You become ethereal for <dur> seconds.	變為虛體狀態，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000015	10CDC4:Apothecary.esp	MGEF	MAG_AbPoisonParalysis	FULL	0	Paralysis	麻痺	Apothecary terminology review
00000016	10CDC4:Apothecary.esp	MGEF	MAG_AbPoisonParalysis	DNAM	0	Target is paralyzed for <dur> seconds.	目標被麻痺 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000017	116FCC:Apothecary.esp	MGEF	MAG_AbPoisonSilence	FULL	0	Silence	沉默	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000018	116FCC:Apothecary.esp	MGEF	MAG_AbPoisonSilence	DNAM	0	Targets up to level <mag> are silenced for <dur> seconds.	最高 <mag> 級的目標不能施法，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000019	039E51:Skyrim.esm	MGEF	MAG_AlchResistMagic	FULL	0	Resist Magic	魔法抗性	existing Simonrim Traditional Chinese exact phrase
0000001A	039E51:Skyrim.esm	MGEF	MAG_AlchResistMagic	DNAM	0	Your Magic Resistance is increased by <mag>% for <dur> seconds.	提高魔法抗性 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000001B	03A2B6:Skyrim.esm	MGEF	MAG_AlchDamageMagicka	FULL	0	Damage Magicka	減損法力	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000001C	03A2B6:Skyrim.esm	MGEF	MAG_AlchDamageMagicka	DNAM	0	Deals <mag> Magicka damage per second for <dur> seconds.	每秒造成 <mag> 點法力傷害，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000001D	03A2C6:Skyrim.esm	MGEF	MAG_AlchDamageStamina	FULL	0	Damage Stamina	減損耐力	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000001E	03A2C6:Skyrim.esm	MGEF	MAG_AlchDamageStamina	DNAM	0	Deals <mag> Stamina damage per second for <dur> seconds.	每秒造成 <mag> 點耐力傷害，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000001F	03AC2D:Skyrim.esm	MGEF	MAG_AlchWaterbreathing	FULL	0	Waterbreathing	水中呼吸	Apothecary terminology review
00000020	03AC2D:Skyrim.esm	MGEF	MAG_AlchWaterbreathing	DNAM	0	You can breathe underwater for <dur> seconds.	能夠在水中呼吸，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000021	03EAEA:Skyrim.esm	MGEF	MAG_AlchResistFire	FULL	0	Resist Fire	火焰抗性	existing Simonrim Traditional Chinese exact phrase
00000022	03EAEA:Skyrim.esm	MGEF	MAG_AlchResistFire	DNAM	0	Your Fire Resistance is increased by <mag>% for <dur> seconds.	提高火焰抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000023	03EAEB:Skyrim.esm	MGEF	MAG_AlchResistFrost	FULL	0	Resist Frost	寒霜抗性	existing Simonrim Traditional Chinese exact phrase
00000024	03EAEB:Skyrim.esm	MGEF	MAG_AlchResistFrost	DNAM	0	Your Frost Resistance is increased by <mag>% for <dur> seconds.	提高寒霜抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000025	03EAEC:Skyrim.esm	MGEF	MAG_AlchResistShock	FULL	0	Resist Shock	閃電抗性	existing Simonrim Traditional Chinese exact phrase
00000026	03EAEC:Skyrim.esm	MGEF	MAG_AlchResistShock	DNAM	0	Your Shock Resistance is increased by <mag>% for <dur> seconds.	提高閃電抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000027	03EAF3:Skyrim.esm	MGEF	MAG_AlchFortifyHealth	FULL	0	Fortify Health	強化生命	existing Simonrim Traditional Chinese exact phrase
00000028	03EAF3:Skyrim.esm	MGEF	MAG_AlchFortifyHealth	DNAM	0	Your Health is increased by <mag> points for <dur> seconds.	提高生命上限 <mag> 點，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000029	03EAF8:Skyrim.esm	MGEF	MAG_AlchFortifyMagicka	FULL	0	Fortify Magicka	強化法力	existing Simonrim Traditional Chinese exact phrase
0000002A	03EAF8:Skyrim.esm	MGEF	MAG_AlchFortifyMagicka	DNAM	0	Your Magicka is increased by <mag> points for <dur> seconds.	提高法力上限 <mag> 點，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000002B	03EAF9:Skyrim.esm	MGEF	MAG_AlchFortifyStamina	FULL	0	Fortify Stamina	強化耐力	existing Simonrim Traditional Chinese exact phrase
0000002C	03EAF9:Skyrim.esm	MGEF	MAG_AlchFortifyStamina	DNAM	0	Your Stamina is increased by <mag> points for <dur> seconds.	提高耐力上限 <mag> 點，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000002D	03EB01:Skyrim.esm	MGEF	MAG_AlchFortifyCarryWeight	FULL	0	Fortify Carry Weight	強化負重	existing Simonrim Traditional Chinese exact phrase
0000002E	03EB01:Skyrim.esm	MGEF	MAG_AlchFortifyCarryWeight	DNAM	0	Your Carry Weight is increased by <mag> for <dur> seconds.	提高負重 <mag> 點，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000002F	03EB06:Skyrim.esm	MGEF	MAG_AlchFortifyHealRate	FULL	0	Fortify Health Regeneration	強化生命恢復	existing Simonrim Traditional Chinese exact phrase
00000030	03EB06:Skyrim.esm	MGEF	MAG_AlchFortifyHealRate	DNAM	0	Your Health Regeneration is increased by <mag>% for <dur> seconds.	生命恢復速度提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000031	03EB07:Skyrim.esm	MGEF	MAG_AlchFortifyMagickaRate	FULL	0	Fortify Magicka Regeneration	強化法力恢復	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000032	03EB07:Skyrim.esm	MGEF	MAG_AlchFortifyMagickaRate	DNAM	0	Your Magicka Regeneration is increased by <mag>% for <dur> seconds.	法力恢復速度提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000033	03EB08:Skyrim.esm	MGEF	MAG_AlchFortifyStaminaRate	FULL	0	Fortify Stamina Regeneration	強化耐力恢復	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000034	03EB08:Skyrim.esm	MGEF	MAG_AlchFortifyStaminaRate	DNAM	0	Your Stamina Regeneration is increased by <mag>% for <dur> seconds.	耐力恢復速度提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000035	03EB15:Skyrim.esm	MGEF	MAG_AlchRestoreHealth	FULL	0	Restore Health	回復生命	existing Simonrim Traditional Chinese exact phrase
00000036	03EB15:Skyrim.esm	MGEF	MAG_AlchRestoreHealth	DNAM	0	Restores <mag> points of Health per second for <dur> seconds.	每秒恢復 <mag> 點生命，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000037	03EB16:Skyrim.esm	MGEF	MAG_AlchRestoreStamina	FULL	0	Restore Stamina	回復耐力	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000038	03EB16:Skyrim.esm	MGEF	MAG_AlchRestoreStamina	DNAM	0	Restores <mag> Stamina per second for <dur> seconds.	每秒恢復 <mag> 點耐力，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000039	03EB17:Skyrim.esm	MGEF	MAG_AlchRestoreMagicka	FULL	0	Restore Magicka	恢復法力	existing Simonrim Traditional Chinese exact phrase
0000003A	03EB17:Skyrim.esm	MGEF	MAG_AlchRestoreMagicka	DNAM	0	Restores <mag> points of Magicka per second for <dur> seconds.	每秒恢復 <mag> 點法力，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000003B	03EB18:Skyrim.esm	MGEF	MAG_AlchFortifySneakAttacks	FULL	0	Fortify Sneak Attacks	強化潛行攻擊	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000003C	03EB18:Skyrim.esm	MGEF	MAG_AlchFortifySneakAttacks	DNAM	0	You deal <mag>% extra damage with sneak attacks and spells for <dur> seconds.	提高潛行攻擊和法術的傷害 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000003D	03EB19:Skyrim.esm	MGEF	MAG_AlchFortifyOneHanded	FULL	0	Fortify One-handed	強化單手武器	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000003E	03EB19:Skyrim.esm	MGEF	MAG_AlchFortifyOneHanded	DNAM	0	You deal <mag>% extra damage with One-handed weapons for <dur> seconds.	單手武器傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000003F	03EB1A:Skyrim.esm	MGEF	MAG_AlchFortifyTwoHanded	FULL	0	Fortify Two-handed	強化雙手武器	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000040	03EB1A:Skyrim.esm	MGEF	MAG_AlchFortifyTwoHanded	DNAM	0	You deal <mag>% extra damage with Two-handed weapons for <dur> seconds.	雙手武器傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000041	03EB1B:Skyrim.esm	MGEF	MAG_AlchFortifyMarksman	FULL	0	Fortify Marksman	強化射擊	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000042	03EB1B:Skyrim.esm	MGEF	MAG_AlchFortifyMarksman	DNAM	0	You deal <mag>% extra damage with bows for <dur> seconds.	弓箭傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000043	03EB1C:Skyrim.esm	MGEF	MAG_AlchFortifyBlock	FULL	0	Fortify Block	強化格擋	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000044	03EB1C:Skyrim.esm	MGEF	MAG_AlchFortifyBlock	DNAM	0	You block <mag>% more damage for <dur> seconds.	格擋吸收傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000045	03EB1D:Skyrim.esm	MGEF	MAG_AlchFortifyUnarmed	FULL	0	Fortify Unarmed	強化徒手	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000046	03EB1D:Skyrim.esm	MGEF	MAG_AlchFortifyUnarmed	DNAM	0	You deal <mag>% extra unarmed damage for <dur> seconds.	徒手傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000047	03EB1E:Skyrim.esm	MGEF	MAG_AlchFortifyShouts	FULL	0	Fortify Shouts	強化龍吼	existing Simonrim Traditional Chinese exact phrase
00000048	03EB1E:Skyrim.esm	MGEF	MAG_AlchFortifyShouts	DNAM	0	Your Shouts are <mag>% stronger for <dur> seconds.	龍吼傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000049	03EB1F:Skyrim.esm	MGEF	MAG_AlchFortifyArmorRating	FULL	0	Fortify Armor Rating	強化護具防禦力	existing Simonrim Traditional Chinese exact phrase
0000004A	03EB1F:Skyrim.esm	MGEF	MAG_AlchFortifyArmorRating	DNAM	0	Your Armor Rating is increased by <mag> for <dur> seconds.	提高護具防禦力 <mag> 點，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
0000004B	03EB20:Skyrim.esm	MGEF	MAG_AlchFortifyPickpocket	FULL	0	Fortify Pickpocket	強化扒竊	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000004C	03EB20:Skyrim.esm	MGEF	MAG_AlchFortifyPickpocket	DNAM	0	You are <mag>% better at pickpocketing for <dur> seconds.	扒竊能力增強 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000004D	03EB21:Skyrim.esm	MGEF	MAG_AlchFortifyLockpicking	FULL	0	Fortify Lockpicking	強化開鎖	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000004E	03EB21:Skyrim.esm	MGEF	MAG_AlchFortifyLockpicking	DNAM	0	You are <mag>% better at lockpicking for <dur> seconds.	開鎖難度減少 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000004F	03EB22:Skyrim.esm	MGEF	MAG_AlchFortifySneak	FULL	0	Fortify Sneak	強化潛行	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000050	03EB22:Skyrim.esm	MGEF	MAG_AlchFortifySneak	DNAM	0	You are <mag>% harder to detect while sneaking for <dur> seconds.	提高 <mag>% 潛行時不被發現的機率，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000051	03EB23:Skyrim.esm	MGEF	MAG_AlchFortifyBarter	FULL	0	Fortify Barter	強化交易	existing Simonrim Traditional Chinese exact phrase
00000052	03EB23:Skyrim.esm	MGEF	MAG_AlchFortifyBarter	DNAM	0	You receive <mag>% better prices for <dur> seconds.	議價能力提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000053	03EB24:Skyrim.esm	MGEF	MAG_AlchFortifyAlteration	FULL	0	Fortify Alteration Power	強化變換系威力	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000054	03EB24:Skyrim.esm	MGEF	MAG_AlchFortifyAlteration	DNAM	0	Your Alteration spells last <mag>% longer for <dur> seconds.	變換系法術持續時間增加 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000055	03EB25:Skyrim.esm	MGEF	MAG_AlchFortifyConjuration	FULL	0	Fortify Conjuration Power	強化召喚系威力	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000056	03EB25:Skyrim.esm	MGEF	MAG_AlchFortifyConjuration	DNAM	0	Your Conjuration spells last <mag>% longer for <dur> seconds.	召喚系法術持續時間增加 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000057	03EB26:Skyrim.esm	MGEF	MAG_AlchFortifyDestruction	FULL	0	Fortify Destruction Power	強化毀滅系威力	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000058	03EB26:Skyrim.esm	MGEF	MAG_AlchFortifyDestruction	DNAM	0	Your Destruction spells are <mag>% stronger for <dur> seconds.	毀滅系法術加強 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000059	03EB27:Skyrim.esm	MGEF	MAG_AlchFortifyIllusion	FULL	0	Fortify Illusion Power	強化幻象系威力	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005A	03EB27:Skyrim.esm	MGEF	MAG_AlchFortifyIllusion	DNAM	0	Your Illusion spells are <mag>% stronger for <dur> seconds.	幻象系法術加強 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005B	03EB28:Skyrim.esm	MGEF	MAG_AlchFortifyRestoration	FULL	0	Fortify Restoration Power	強化恢復系法術威力	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005C	03EB28:Skyrim.esm	MGEF	MAG_AlchFortifyRestoration	DNAM	0	Your Restoration spells are <mag>% stronger for <dur> seconds.	恢復系法術加強 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005D	03EB29:Skyrim.esm	MGEF	MAG_AlchFortifyPowerAttacks	FULL	0	Fortify Power Attacks	強化重擊	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005E	03EB29:Skyrim.esm	MGEF	MAG_AlchFortifyPowerAttacks	DNAM	0	You deal <mag>% extra damage with power attacks for <dur> seconds.	重擊傷害提高 <mag>%，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000005F	03EB3D:Skyrim.esm	MGEF	MAG_AlchInvisibillity	FULL	0	Invisibility	隱形	existing Simonrim Traditional Chinese exact phrase
00000060	03EB3D:Skyrim.esm	MGEF	MAG_AlchInvisibillity	DNAM	0	You turn invisible for <dur> seconds.	隱身 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000061	03EB42:Skyrim.esm	MGEF	MAG_AlchDamageHealth	FULL	0	Damage Health	減損生命	existing Simonrim Traditional Chinese exact phrase
00000062	03EB42:Skyrim.esm	MGEF	MAG_AlchDamageHealth	DNAM	0	Deals <mag> Poison damage per second for <dur> seconds.	每秒造成 <mag> 點毒素傷害，持續 <dur> 秒。	Apothecary terminology review
00000063	073F20:Skyrim.esm	MGEF	MAG_AlchFear	FULL	0	Fear	拒戰逃避	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000064	073F20:Skyrim.esm	MGEF	MAG_AlchFear	DNAM	0	Targets up to level <mag> flee from combat for <dur> seconds.	最高 <mag> 級的目標逃避戰鬥，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000065	073F23:Skyrim.esm	MGEF	MAG_AlchCalm	FULL	0	Calm	安撫	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000066	073F23:Skyrim.esm	MGEF	MAG_AlchCalm	DNAM	0	Targets up to level <mag> won't fight for <dur> seconds.	最高 <mag> 級的目標停止戰鬥，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000067	073F25:Skyrim.esm	MGEF	MAG_AlchBurden	FULL	0	Burden	重負	existing Simonrim Traditional Chinese exact phrase
00000068	073F25:Skyrim.esm	MGEF	MAG_AlchBurden	DNAM	0	Reduces enemy Movement and Attack Speed by <mag>% for <dur> seconds.	降低敵人移動速度和攻擊速度 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000069	073F26:Skyrim.esm	MGEF	MAG_AlchDamageWeapon	FULL	0	Damage Weapon	損壞武器術	existing Simonrim Traditional Chinese exact phrase
0000006A	073F26:Skyrim.esm	MGEF	MAG_AlchDamageWeapon	DNAM	0	Reduces enemy weapon damage by <mag>%.	降低敵人武器傷害 <mag>%。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000006B	073F27:Skyrim.esm	MGEF	MAG_AlchDamageArmor	FULL	0	Damage Armor	損壞護甲	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000006C	073F27:Skyrim.esm	MGEF	MAG_AlchDamageArmor	DNAM	0	Reduces enemy Armor Rating by <mag> for <dur> seconds.	降低敵人護具防禦力 <mag>，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
0000006D	073F29:Skyrim.esm	MGEF	MAG_AlchFrenzy	FULL	0	Frenzy	狂亂攻擊	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000006E	073F29:Skyrim.esm	MGEF	MAG_AlchFrenzy	DNAM	0	Targets up to level <mag> will attack anyone nearby for <dur> seconds.	最高 <mag> 級的目標攻擊周遭任何目標，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000006F	073F2B:Skyrim.esm	MGEF	MAG_AlchSilence	FULL	0	Silence	沉默	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000070	073F2B:Skyrim.esm	MGEF	MAG_AlchSilence	DNAM	0	Targets up to level <mag> are silenced for <dur> seconds.	最高 <mag> 級的目標不能施法，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000071	073F2C:Skyrim.esm	MGEF	MAG_AlchCommand	FULL	0	Command	控制	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000072	073F2C:Skyrim.esm	MGEF	MAG_AlchCommand	DNAM	0	Targets up to level <mag> are placed under your command for <dur> seconds.	最高 <mag> 級的目標受你支配，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
00000073	073F2D:Skyrim.esm	MGEF	MAG_AlchWeaknessFire	FULL	0	Weakness to Fire	火焰弱化	existing Simonrim Traditional Chinese exact phrase
00000074	073F2D:Skyrim.esm	MGEF	MAG_AlchWeaknessFire	DNAM	0	Reduces enemy Fire Resistance by <mag>% for <dur> seconds.	降低敵人火焰抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000075	073F2E:Skyrim.esm	MGEF	MAG_AlchWeaknessFrost	FULL	0	Weakness to Frost	寒霜虛弱	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000076	073F2E:Skyrim.esm	MGEF	MAG_AlchWeaknessFrost	DNAM	0	Reduces enemy Frost Resistance by <mag>% for <dur> seconds.	降低敵人寒霜抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000077	073F2F:Skyrim.esm	MGEF	MAG_AlchWeaknessShock	FULL	0	Weakness to Shock	閃電弱化	existing Simonrim Traditional Chinese exact phrase
00000078	073F2F:Skyrim.esm	MGEF	MAG_AlchWeaknessShock	DNAM	0	Reduces enemy Shock Resistance by <mag>% for <dur> seconds.	降低敵人閃電抗性 <mag>%，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000079	10F84C:Skyrim.esm	MGEF	MAG_SinderionsLegacyEffect	FULL	0	Sinderion's Legacy	辛德萊昂的遺產	Apothecary terminology review
0000007A	10F84C:Skyrim.esm	MGEF	MAG_SinderionsLegacyEffect	DNAM	0	You create one additional potion or poison from the same number of ingredients.	用相同數量的原料製造出一瓶額外的藥劑或毒劑。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000007B	0EA65A:Skyrim.esm	MGEF	MAG_FrostbiteVenomFFSelf	FULL	0	Frostbite Venom	霜噬毒液	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000007C	0EA65A:Skyrim.esm	MGEF	MAG_FrostbiteVenomFFSelf	DNAM	0	A blood-freezing poison that does <mag> points damage to Health and Stamina for <dur> seconds.	凝血毒劑致使目標生命和耐力受到 <mag> 點傷害，持續 <dur> 秒。	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
0000007D	10AA4A:Skyrim.esm	MGEF	MAG_AlchDamageHealthDuration	FULL	0	Lingering Damage Health	持續減損生命	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000007E	10AA4A:Skyrim.esm	MGEF	MAG_AlchDamageHealthDuration	DNAM	0	Deals <mag> Poison damage per second for <dur> seconds.	每秒造成 <mag> 點毒素傷害，持續 <dur> 秒。	Apothecary terminology review
0000007F	0390E1:Dragonborn.esm	MGEF	MAG_AlchWaterWalking	FULL	0	Waterwalking	水面行走	existing Simonrim Traditional Chinese exact phrase
00000080	0390E1:Dragonborn.esm	MGEF	MAG_AlchWaterWalking	DNAM	0	You can walk on water for <dur> seconds.	能夠在水面行走，持續 <dur> 秒。	existing Simonrim Traditional Chinese exact phrase
00000081	116FCD:Apothecary.esp	MGEF	MAG_AbPoisonCommand	FULL	0	Command	控制	Apothecary 1.3.9 CHS exact FormKey; OpenCC s2twp + terminology review
