string_id	form_key	record_type	editor_id	field	occurrence	source	target	provenance
00000022	048F45:Skyrim.esm	MGEF	MAG_EnchResistFrostConstantSelf	DNAM	0	Your Frost Resistance is increased by <mag>%.	你的寒霜抗性增加 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000023	049295:Skyrim.esm	MGEF	MAG_EnchResistShockConstantSelf	FULL	0	Resist Shock	閃電抗性	existing curated Traditional Chinese exact phrase
00000024	049295:Skyrim.esm	MGEF	MAG_EnchResistShockConstantSelf	DNAM	0	Your Shock Resistance is increased by <mag>%.	閃電抗性增加 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000025	0493AA:Skyrim.esm	MGEF	MAG_EnchFortifyHealthConstantSelf	FULL	0	Fortify Health	強化生命	existing curated Traditional Chinese exact phrase
00000026	0493AA:Skyrim.esm	MGEF	MAG_EnchFortifyHealthConstantSelf	DNAM	0	Your Health is increased by <mag>.	生命上限提高 <mag> 點。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000027	049504:Skyrim.esm	MGEF	MAG_EnchFortifyMagickaConstantSelf	FULL	0	Fortify Magicka	強化法力	existing curated Traditional Chinese exact phrase
00000028	049504:Skyrim.esm	MGEF	MAG_EnchFortifyMagickaConstantSelf	DNAM	0	Your Magicka is increased by <mag>.	法力上限提高 <mag> 點。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000029	049507:Skyrim.esm	MGEF	MAG_EnchFortifyStaminaConstantSelf	FULL	0	Fortify Stamina	強化耐力	existing curated Traditional Chinese exact phrase
0000002A	049507:Skyrim.esm	MGEF	MAG_EnchFortifyStaminaConstantSelf	DNAM	0	Your Stamina is increased by <mag>.	耐力上限提高 <mag> 點。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000002B	05B44F:Skyrim.esm	MGEF	MAG_EnchDamageMagickaFFContact	FULL	0	Magicka Damage	法力傷害	existing curated Traditional Chinese exact phrase
0000002C	05B44F:Skyrim.esm	MGEF	MAG_EnchDamageMagickaFFContact	DNAM	0	Deals <mag> Magicka damage per second for <dur> seconds.	每秒造成 <mag> 點法力傷害，持續 <dur> 秒。	existing curated Traditional Chinese exact phrase
0000002D	05B450:Skyrim.esm	MGEF	MAG_EnchDamageStaminaFFContact	FULL	0	Stamina Damage	耐力傷害	existing curated Traditional Chinese exact phrase
0000002E	05B450:Skyrim.esm	MGEF	MAG_EnchDamageStaminaFFContact	DNAM	0	Deals <mag> Stamina damage per second for <dur> seconds.	每秒造成 <mag> 點耐力傷害，持續 <dur> 秒。	existing curated Traditional Chinese exact phrase
0000002F	05B452:Skyrim.esm	MGEF	MAG_EnchSoulTrapFFContact	FULL	0	Soul Trap	縛魂術	existing curated Traditional Chinese exact phrase
00000030	05B452:Skyrim.esm	MGEF	MAG_EnchSoulTrapFFContact	DNAM	0	If target dies within <dur> seconds, fills a soul gem.	若目標在 <dur> 秒內死亡，則填充一顆靈魂寶石。	Thaumaturgy 1.5 terminology review
00000031	07A0F2:Skyrim.esm	MGEF	MAG_EnchFortifyAlterationConstantSelf	FULL	0	Fortify Alteration Cost	強化變換系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000032	07A0F2:Skyrim.esm	MGEF	MAG_EnchFortifyAlterationConstantSelf	DNAM	0	Your Alteration spells cost <mag>% less.	變換系法術消耗減少<mag>%.	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000033	07A0F3:Skyrim.esm	MGEF	MAG_EnchFortifyBlockConstantSelf	FULL	0	Fortify Blocking	強化格擋	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000034	07A0F3:Skyrim.esm	MGEF	MAG_EnchFortifyBlockConstantSelf	DNAM	0	You block <mag>% more damage.	格擋時承受的傷害降低 <mag>%。	Thaumaturgy 1.5 terminology review
00000035	07A0F4:Skyrim.esm	MGEF	MAG_EnchFortifyCarryConstantSelf	FULL	0	Fortify Carry Weight	強化負重	existing curated Traditional Chinese exact phrase
00000036	07A0F4:Skyrim.esm	MGEF	MAG_EnchFortifyCarryConstantSelf	DNAM	0	Your Carry Weight is increased by <mag>.	負重上限提高 <mag> 點。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000037	07A0F5:Skyrim.esm	MGEF	MAG_EnchFortifyConjurationConstantSelf	FULL	0	Fortify Conjuration Cost	強化召喚系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000038	07A0F5:Skyrim.esm	MGEF	MAG_EnchFortifyConjurationConstantSelf	DNAM	0	Your Conjuration spells cost <mag>% less.	召喚系法術消耗減少 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000039	07A0F6:Skyrim.esm	MGEF	MAG_EnchFortifyDestructionConstantSelf	FULL	0	Fortify Destruction Cost	強化毀滅系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000003A	07A0F6:Skyrim.esm	MGEF	MAG_EnchFortifyDestructionConstantSelf	DNAM	0	Your Destruction spells cost <mag>% less.	毀滅系法術消耗減少 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000003B	07A0F8:Skyrim.esm	MGEF	MAG_EnchFortifyHealRateConstantSelf	FULL	0	Fortify Health Regeneration	強化生命恢復	existing curated Traditional Chinese exact phrase
0000003C	07A0F8:Skyrim.esm	MGEF	MAG_EnchFortifyHealRateConstantSelf	DNAM	0	Your Health Regeneration is increased by <mag>%.	生命恢復速率提高 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000003D	07A0F9:Skyrim.esm	MGEF	MAG_EnchReflectDamageConstantSelf	FULL	0	Reflect Damage	反射傷害	existing curated Traditional Chinese exact phrase
0000003E	07A0F9:Skyrim.esm	MGEF	MAG_EnchReflectDamageConstantSelf	DNAM	0	You reflect <mag>% of incoming melee damage back at your attacker.	將承受的近戰傷害反射 <mag>% 給攻擊者。	Thaumaturgy 1.5 terminology review
0000003F	07A0FA:Skyrim.esm	MGEF	MAG_EnchFortifyIllusionConstantSelf	FULL	0	Fortify Illusion Cost	強化幻象系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000040	07A0FA:Skyrim.esm	MGEF	MAG_EnchFortifyIllusionConstantSelf	DNAM	0	Your Illusion spells cost <mag>% less.	幻象系法術消耗減少 <mag>%。	Thaumaturgy 1.5 terminology review
00000041	07A0FC:Skyrim.esm	MGEF	MAG_EnchFortifyLockpickingConstantSelf	FULL	0	Fortify Lockpicking	強化開鎖	existing curated Traditional Chinese exact phrase
00000042	07A0FC:Skyrim.esm	MGEF	MAG_EnchFortifyLockpickingConstantSelf	DNAM	0	You are <mag>% better at lockpicking.	開鎖能力提高<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000043	07A0FD:Skyrim.esm	MGEF	MAG_EnchFortifyMagickaRateConstantSelf	FULL	0	Fortify Magicka Regeneration	強化法力恢復	existing curated Traditional Chinese exact phrase
00000044	07A0FD:Skyrim.esm	MGEF	MAG_EnchFortifyMagickaRateConstantSelf	DNAM	0	Your Magicka Regeneration is increased by <mag>%.	法力恢復速率提升 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000045	07A0FE:Skyrim.esm	MGEF	MAG_EnchFortifyArcheryConstantSelf	FULL	0	Fortify Archery	強化箭術	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000046	07A0FE:Skyrim.esm	MGEF	MAG_EnchFortifyArcheryConstantSelf	DNAM	0	You deal <mag>% extra damage with ranged weapons.	使用遠程武器時，造成的傷害提高 <mag>%。	Thaumaturgy 1.5 terminology review
00000047	07A0FF:Skyrim.esm	MGEF	MAG_EnchFortifyOneHandedConstantSelf	FULL	0	Fortify One-Handed	強化單手	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000048	07A0FF:Skyrim.esm	MGEF	MAG_EnchFortifyOneHandedConstantSelf	DNAM	0	You deal <mag>% extra damage with One-handed weapons.	額外造成 <mag>%單手武器傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000049	07A100:Skyrim.esm	MGEF	MAG_EnchFortifySecurityConstantSelf	FULL	0	Fortify Security	強化盜竊	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000004A	07A100:Skyrim.esm	MGEF	MAG_EnchFortifySecurityConstantSelf	DNAM	0	You are <mag>% better at lockpicking and pickpocketing.	開鎖和扒竊能力提高<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000004B	07A101:Skyrim.esm	MGEF	MAG_EnchFortifyRestorationConstantSelf	FULL	0	Fortify Restoration Cost	強化恢復系消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000004C	07A101:Skyrim.esm	MGEF	MAG_EnchFortifyRestorationConstantSelf	DNAM	0	Your Restoration spells cost <mag>% less.	恢復系法術消耗減少<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000004D	07A102:Skyrim.esm	MGEF	MAG_EnchFortifyArmorRatingConstantSelf	FULL	0	Fortify Armor Rating	強化護具防禦力	existing curated Traditional Chinese exact phrase
0000004E	07A102:Skyrim.esm	MGEF	MAG_EnchFortifyArmorRatingConstantSelf	DNAM	0	Your Armor Rating is increased by <mag>.	護具防禦力提高 <mag> 點。	existing curated Traditional Chinese exact phrase
0000004F	265265:Thaumaturgy.esp	MGEF	MAG_EnchResistPowerAttackConstantSelf	FULL	0	Resist Power Attack Damage	重擊傷害抗性	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000050	265265:Thaumaturgy.esp	MGEF	MAG_EnchResistPowerAttackConstantSelf	DNAM	0	You resist <mag>% of incoming power attack damage while blocking.	格擋時受到的重擊傷害減免<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000051	2C0537:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeFearEffect	FULL	0	Fear	拒戰逃避	existing curated Traditional Chinese exact phrase
00000052	2C0537:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeFearEffect	DNAM	0			empty internal field
00000053	2C0538:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeSilenceEffect	FULL	0	Silence	沉默	existing curated Traditional Chinese exact phrase
00000054	2C0538:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeSilenceEffect	DNAM	0			empty internal field
00000055	2C0539:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeFrenzyEffect	FULL	0	Fury	狂怒術	existing curated Traditional Chinese exact phrase
00000056	2C0539:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeFrenzyEffect	DNAM	0			empty internal field
00000057	2C053A:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeParalyzeEffect	FULL	0	Paralyze	麻痺	existing curated Traditional Chinese exact phrase
00000058	2C053A:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeParalyzeEffect	DNAM	0			empty internal field
00000059	2C053B:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeTurnUndeadEffect	FULL	0	Turn Undead	進階驅邪術	existing curated Traditional Chinese exact phrase
0000005A	2C053B:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeTurnUndeadEffect	DNAM	0			empty internal field
0000005B	2C053C:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeBanishEffect	FULL	0	Banish	遣返湮滅	existing curated Traditional Chinese exact phrase
0000005C	2C053C:Thaumaturgy.esp	MGEF	MAG_PerkSpellStrikeBanishEffect	DNAM	0			empty internal field
0000005D	2EDE91:Thaumaturgy.esp	MGEF	MAG_EnchBleedDamageFFContact	FULL	0	Bleeding Damage	流血傷害	existing curated Traditional Chinese exact phrase
0000005E	2EDE91:Thaumaturgy.esp	MGEF	MAG_EnchBleedDamageFFContact	DNAM	0	Deals <mag> Bleeding damage per second for <dur> seconds.	每秒造成<mag>流血傷害，持續<dur>秒。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000005F	2EDE92:Thaumaturgy.esp	MGEF	MAG_EnchExecuteDamageFFContact	FULL	0	Magic Damage	魔法傷害	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000060	2EDE92:Thaumaturgy.esp	MGEF	MAG_EnchExecuteDamageFFContact	DNAM	0	Deals <mag> Magic Damage to enemies below half Health.	對生命值低於一半的敵人造成<mag>魔法傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000061	2EDE93:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageFFContact	FULL	0	Magic Damage	魔法傷害	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000062	2EDE93:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageFFContact	DNAM	0	Deals <mag> Magic Damage.	造成<mag>魔法傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000063	2EDE94:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageSneakingFFContact	FULL	0	Magic Damage	魔法傷害	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000064	2EDE94:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageSneakingFFContact	DNAM	0	Deals <mag> Magic Damage.	造成<mag>魔法傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000065	2EDE95:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageDragonUnresistableFFContact	FULL	0	Magic Damage	魔法傷害	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000066	2EDE95:Thaumaturgy.esp	MGEF	MAG_EnchMagicDamageDragonUnresistableFFContact	DNAM	0	Deals <mag> unresistable damage to dragons.	對龍造成<mag>不可抵抗的傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000067	0B7A35:Skyrim.esm	MGEF	MAG_EnchResistMagicConstantSelf	FULL	0	Resist Magic	魔法抗性	existing curated Traditional Chinese exact phrase
00000068	0B7A35:Skyrim.esm	MGEF	MAG_EnchResistMagicConstantSelf	DNAM	0	Your Magic Resistance is increased by <mag>%.	魔法抗性增加 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000069	0FF15E:Skyrim.esm	MGEF	MAG_EnchResistPoisonConstantSelf	FULL	0	Resist Poison	毒素抗性	existing curated Traditional Chinese exact phrase
0000006A	0FF15E:Skyrim.esm	MGEF	MAG_EnchResistPoisonConstantSelf	DNAM	0	Your Poison Resistance is increased by <mag>%.	毒素抗性提高<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000006B	100E60:Skyrim.esm	MGEF	MAG_EnchResistDiseaseConstantSelf	FULL	0	Resist Disease	疾病抗性	existing curated Traditional Chinese exact phrase
0000006C	100E60:Skyrim.esm	MGEF	MAG_EnchResistDiseaseConstantSelf	DNAM	0	Your Disease Resistance is increased by <mag>%.	疾病抗性提高<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000006D	105831:Skyrim.esm	MGEF	MAG_EnchHuntsmansProwessFFContact	FULL	0	Huntsman's Prowess	獵人勇氣	Thaumaturgy 1.5 terminology review
0000006E	105831:Skyrim.esm	MGEF	MAG_EnchHuntsmansProwessFFContact	DNAM	0	Deals <mag> Magic damage to animals.	對動物造成<mag>點魔法傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000006F	10962E:Skyrim.esm	MGEF	MAG_EnchRobesFortifyAlterationConstantSelf	FULL	0	Fortify Alteration Cost	強化變換系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000070	10962E:Skyrim.esm	MGEF	MAG_EnchRobesFortifyAlterationConstantSelf	DNAM	0	Your Alteration spells cost <mag>% less.	變換系法術消耗減少<mag>%.	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000071	10962F:Skyrim.esm	MGEF	MAG_EnchRobesFortifyConjurationConstantSelf	FULL	0	Fortify Conjuration Cost	強化召喚系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000072	10962F:Skyrim.esm	MGEF	MAG_EnchRobesFortifyConjurationConstantSelf	DNAM	0	Your Conjuration spells cost <mag>% less.	召喚系法術消耗減少 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000073	109630:Skyrim.esm	MGEF	MAG_RobesFortifyMagickaRateConstantSelf	FULL	0	Fortify Magicka Regeneration	強化法力恢復	existing curated Traditional Chinese exact phrase
00000074	109630:Skyrim.esm	MGEF	MAG_RobesFortifyMagickaRateConstantSelf	DNAM	0	Your Magicka Regeneration is increased by <mag>%.	法力恢復速率提升 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000075	109631:Skyrim.esm	MGEF	MAG_EnchRobesFortifyDestructionConstantSelf	FULL	0	Fortify Destruction Cost	強化毀滅系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000076	109631:Skyrim.esm	MGEF	MAG_EnchRobesFortifyDestructionConstantSelf	DNAM	0	Your Destruction spells cost <mag>% less.	毀滅系法術消耗減少 <mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000077	109633:Skyrim.esm	MGEF	MAG_EnchRobesFortifyIllusionConstantSelf	FULL	0	Fortify Illusion Cost	強化幻象系法術消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000078	109633:Skyrim.esm	MGEF	MAG_EnchRobesFortifyIllusionConstantSelf	DNAM	0	Your Illusion spells cost <mag>% less.	幻象系法術消耗減少 <mag>%。	Thaumaturgy 1.5 terminology review
00000079	109634:Skyrim.esm	MGEF	MAG_EnchRobesFortifyRestorationConstantSelf	FULL	0	Fortify Restoration Cost	強化恢復系消耗	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000007A	109634:Skyrim.esm	MGEF	MAG_EnchRobesFortifyRestorationConstantSelf	DNAM	0	Your Restoration spells cost <mag>% less.	恢復系法術消耗減少<mag>%。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
0000007B	02C46B:Dragonborn.esm	MGEF	MAG_EnchFireDamageFFContactChaos	FULL	0	Fire Damage	火焰傷害	existing curated Traditional Chinese exact phrase
0000007C	02C46B:Dragonborn.esm	MGEF	MAG_EnchFireDamageFFContactChaos	DNAM	0	Has a <50>% chance to deal <mag> Fire, Frost or Shock damage.	有 <50>% 機率造成 <mag> 點火焰、寒霜或閃電傷害。	Thaumaturgy 1.5 terminology review
0000007D	02C46C:Dragonborn.esm	MGEF	MAG_EnchShockDamageFFContactChaos	FULL	0	Shock Damage	閃電傷害	existing curated Traditional Chinese exact phrase
0000007E	02C46C:Dragonborn.esm	MGEF	MAG_EnchShockDamageFFContactChaos	DNAM	0			empty internal field
0000007F	02C46D:Dragonborn.esm	MGEF	MAG_EnchFrostDamageFFContactChaos	FULL	0	Frost Damage	寒霜傷害	existing curated Traditional Chinese exact phrase
00000080	02C46D:Dragonborn.esm	MGEF	MAG_EnchFrostDamageFFContactChaos	DNAM	0			empty internal field
00000081	000815:Thaumaturgy.esp	MGEF	MAG_ControllerGeneralEffect	FULL	0	General Controller Effect	General Controller Effect	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000082	000815:Thaumaturgy.esp	MGEF	MAG_ControllerGeneralEffect	DNAM	0			empty internal field
00000083	00EC01:Thaumaturgy.esp	MGEF	MAG_EnchFortifyUnarmedConstantSelf	FULL	0	Fortify Unarmed Damage	強化徒手搏擊傷害	existing curated Traditional Chinese exact phrase
00000084	00EC01:Thaumaturgy.esp	MGEF	MAG_EnchFortifyUnarmedConstantSelf	DNAM	0	You deal <mag>% extra unarmed damage.	額外造成 <mag>% 徒手傷害。	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000085	06F19A:Thaumaturgy.esp	MGEF	MAG_EnchParalyzeFFContactDummy	FULL	0	Paralyze	麻痺	existing curated Traditional Chinese exact phrase
00000086	06F19A:Thaumaturgy.esp	MGEF	MAG_EnchParalyzeFFContactDummy	DNAM	0			empty internal field
00000087	07E4A4:Thaumaturgy.esp	MGEF	MAG_EnchWeaknessToPoisonFFContactDummy	FULL	0	Weakness to Poison Dummy	Weakness to Poison Dummy	Thaumaturgy 1.4.5 CHS exact FormKey; OpenCC s2twp + terminology review
00000088	07E4A4:Thaumaturgy.esp	MGEF	MAG_EnchWeaknessToPoisonFFContactDummy	DNAM	0			empty internal field
