string_id	form_key	record_type	editor_id	field	occurrence	source	target	provenance
0000001C	000818:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Redwort	FULL	0	Redwort Flower	紅稗花	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000001D	000819:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Roobrush	FULL	0	Roobrush	羅布草	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000001E	00081A:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Saltrice	FULL	0	Saltrice	梗米	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000001F	00081B:ccbgssse037-curios.esl	INGR	ccBGSSSE037_ScalonFin	FULL	0	Scalon Fin	斯卡隆背鰭	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000020	00081C:ccbgssse037-curios.esl	INGR	ccBGSSSE037_ScribJelly	FULL	0	Scrib Jelly	幼沙蝗卵膠	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000021	00081D:ccbgssse037-curios.esl	INGR	ccBGSSSE037_ScribJerky	FULL	0	Scrib Jerky	幼沙蝗烤肉條	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000022	00081E:ccbgssse037-curios.esl	INGR	ccBGSSSE037_SloadSoap	FULL	0	Sload Soap	蛞蟾人蠟皂	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000023	00081F:ccbgssse037-curios.esl	INGR	ccBGSSSE037_StoneflowerPetals	FULL	0	Stoneflower Petals	石花花瓣	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000024	000820:ccbgssse037-curios.esl	INGR	ccBGSSSE037_VoidEssence	FULL	0	Void Essence	虛靈精晶	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000025	000821:ccbgssse037-curios.esl	INGR	ccBGSSSE037_WatchersEye	FULL	0	Watcher's Eye	觀察者之眼	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000026	000822:ccbgssse037-curios.esl	INGR	ccBGSSSE037_WatchersEyeBlind	FULL	0	Blind Watcher's Eye	目盲觀察者之眼	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000027	000823:ccbgssse037-curios.esl	INGR	ccBGSSSE037_WispStalkCaps	FULL	0	Wisp Stalk Caps	幽魂針菇蕈蓋	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000028	000824:ccbgssse037-curios.esl	INGR	ccBGSSSE037_WitheringMoon	FULL	0	Withering Moon	凋零之月	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000029	000825:ccbgssse037-curios.esl	INGR	ccBGSSSE037_WormsHeadCap	FULL	0	Worm's Head Cap	蠕蟲的傘帽	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002A	000826:ccbgssse037-curios.esl	INGR	ccBGSSSE037_DaedrothTeeth	FULL	0	Daedroth Teeth	魔鱷牙齒	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002B	000827:ccbgssse037-curios.esl	INGR	ccBGSSSE037_DreughWax	FULL	0	Dreugh Wax	蛸人蠟脂	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002C	000828:ccbgssse037-curios.esl	INGR	ccBGSSSE037_ElytraIchor	FULL	0	Elytra Ichor	鞘螳體液	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002D	000829:ccbgssse037-curios.esl	INGR	ccBGSSSE037_FirePetal	FULL	0	Fire Petal	火蕨瓣	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002E	00082A:ccbgssse037-curios.esl	INGR	ccBGSSSE037_FlameStalk	FULL	0	Flame Stalk	焰球莖	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000002F	00082B:ccbgssse037-curios.esl	INGR	ccBGSSSE037_FungusStalk	FULL	0	Fungus Stalk	真菌莖	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000030	00082C:ccbgssse037-curios.esl	INGR	ccBGSSSE037_GnarlBark	FULL	0	Gnarl Bark	瘤樹人的樹皮	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000031	00082D:ccbgssse037-curios.esl	INGR	ccBGSSSE037_GoldKanet	FULL	0	Gold Kanet	金色卡內特	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000032	00082E:ccbgssse037-curios.esl	INGR	ccBGSSSE037_HackleLoLeaf	FULL	0	Hackle-Lo Leaf	鋸齒蘿的樹葉	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000033	000836:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Ambrosia	FULL	0	Ambrosia	魔能花蓮蓬	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000034	000837:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Lichor	FULL	0	Lichor	魔能花蜜露	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000035	000838:ccbgssse037-curios.esl	INGR	ccBGSSSE037_Chokeberry	FULL	0	Chokeberry	窒息莓	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000036	000851:ccbgssse037-curios.esl	INGR	ccBGSSSE037_HeartofOrderIngredient	FULL	0	Heart of Order	秩序之心	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000037	000D62:ccbgssse037-curios.esl	INGR	ccBGSSSE037_AlocasiaFruit	FULL	0	Alocasia Fruit	古林芋果實	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000038	000D66:ccbgssse037-curios.esl	INGR	ccBGSSSE037_AsterBloomCore	FULL	0	Aster Bloom Core	紫星花菌核	Skyrim Traditional Chinese 8.20 exact FormKey and English source
00000039	000D68:ccbgssse037-curios.esl	INGR	ccBGSSSE037_BittergreenPetals	FULL	0	Bittergreen Petals	苦菜花瓣	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000003A	000D6A:ccbgssse037-curios.esl	INGR	ccBGSSSE037_BlisterPodCap	FULL	0	Blister Pod Cap	疱莢菇蕈蓋	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000003B	000D6C:ccbgssse037-curios.esl	INGR	ccBGSSSE037_BogBeacon	FULL	0	Bog Beacon	沼澤明燈	Skyrim Traditional Chinese 8.20 exact FormKey and English source
0000003C	000800:ccbgssse037-curios.esl	ALCH	ccBGSSSE037_WelkyndStone	FULL	0	Welkynd Stone	韋爾凱德石	Skyrim Traditional Chinese 8.20 exact FormKey and English source
