string_id	form_key	record_type	editor_id	field	occurrence	source	target	provenance
0000003A	0AF667:Skyrim.esm	MGEF	MAG_PerkFenceEffect	FULL	0	Fence	銷售贓物	Adamant 5.9.2 CHT exact FormKey seed
0000003B	0AF667:Skyrim.esm	MGEF	MAG_PerkFenceEffect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000003C	0C5BE0:Skyrim.esm	MGEF	MAG_EnchBoundBattleaxeFX	FULL	0	Bound Battleaxe	巨斧塑形術	Adamant 5.9.2 CHT exact FormKey seed
0000003D	0C5BE0:Skyrim.esm	MGEF	MAG_EnchBoundBattleaxeFX	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000003E	0C5C0A:Skyrim.esm	MGEF	MAG_PerkDawnsWrathFFSelfArea100	FULL	0	Bane of the Undead Damage	Bane of the Undead Damage	Adamant 5.9.2 CHT exact FormKey seed
0000003F	0C5C0A:Skyrim.esm	MGEF	MAG_PerkDawnsWrathFFSelfArea100	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000040	0D799D:Skyrim.esm	MGEF	MAG_PerkHauntingCurseFFContact01	FULL	0	Weakness to Magic	魔法易傷	Adamant 5.9.2 CHT exact FormKey seed
00000041	0D799D:Skyrim.esm	MGEF	MAG_PerkHauntingCurseFFContact01	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000042	0D799F:Skyrim.esm	MGEF	MAG_PerkSoulStealerFFContact	FULL	0	Soul Trap	縛魂術	Adamant 5.9.2 CHT exact FormKey seed
00000043	0D799F:Skyrim.esm	MGEF	MAG_PerkSoulStealerFFContact	DNAM	0	If target dies within <dur> seconds, fills a soul gem.	如果目標在 <dur> 秒內死亡，可為一塊靈魂石充能。	Adamant 5.9.2 CHT exact FormKey seed
00000044	0F392D:Skyrim.esm	MGEF	MAG_PerkFirebrandFFAimed	FULL	0	Firebrand	烈焰印記	Adamant 5.9.2 CHT exact FormKey seed
00000045	0F392D:Skyrim.esm	MGEF	MAG_PerkFirebrandFFAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000046	0F392F:Skyrim.esm	MGEF	MAG_PerkFirebrandConcAimed	FULL	0	Firebrand	烈焰印記	Adamant 5.9.2 CHT exact FormKey seed
00000047	0F392F:Skyrim.esm	MGEF	MAG_PerkFirebrandConcAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000048	0F3930:Skyrim.esm	MGEF	MAG_PerkFirebrandFFAimedArea	FULL	0	Firebrand	烈焰印記	Adamant 5.9.2 CHT exact FormKey seed
00000049	0F3930:Skyrim.esm	MGEF	MAG_PerkFirebrandFFAimedArea	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000004A	0F3931:Skyrim.esm	MGEF	MAG_PerkFirebrandFFSelfArea100	FULL	0	Firebrand	烈焰印記	Adamant 5.9.2 CHT exact FormKey seed
0000004B	0F3931:Skyrim.esm	MGEF	MAG_PerkFirebrandFFSelfArea100	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000004C	0F3932:Skyrim.esm	MGEF	MAG_PerkNorthWindFFAimed	FULL	0	NorthWind	北風	Adamant 6.0.2 custom; Skyrim 8.20 terminology
0000004D	0F3932:Skyrim.esm	MGEF	MAG_PerkNorthWindFFAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000004E	0F3934:Skyrim.esm	MGEF	MAG_PerkNorthWindConcAimed	FULL	0	North Wind	北風	Adamant 6.0.2 custom; Skyrim 8.20 terminology
0000004F	0F3934:Skyrim.esm	MGEF	MAG_PerkNorthWindConcAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000050	0F3935:Skyrim.esm	MGEF	MAG_PerkNorthWindFFAimedArea	FULL	0	North Wind	北風	Adamant 6.0.2 custom; Skyrim 8.20 terminology
00000051	0F3935:Skyrim.esm	MGEF	MAG_PerkNorthWindFFAimedArea	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000052	0F3F0C:Skyrim.esm	MGEF	MAG_PerkPowerSurgeConcAimed	FULL	0	Power Surge	能量湧動	Adamant 6.0.2 custom; Skyrim 8.20 terminology
00000053	0F3F0C:Skyrim.esm	MGEF	MAG_PerkPowerSurgeConcAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000054	0F3F0D:Skyrim.esm	MGEF	MAG_PerkPowerSurgeFFAimed	FULL	0	Power Surge	能量湧動	Adamant 6.0.2 custom; Skyrim 8.20 terminology
00000055	0F3F0D:Skyrim.esm	MGEF	MAG_PerkPowerSurgeFFAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000056	0F3F0F:Skyrim.esm	MGEF	MAG_PerkPowerSurgeFFAimedArea	FULL	0	Power Surge	能量湧動	Adamant 6.0.2 custom; Skyrim 8.20 terminology
00000057	0F3F0F:Skyrim.esm	MGEF	MAG_PerkPowerSurgeFFAimedArea	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000058	0F52AB:Skyrim.esm	MGEF	MAG_ReanimateSecondayFFAimed	FULL	0	Reanimate Secondary Effects	Reanimate Secondary Effects	Adamant 5.9.2 CHT exact FormKey seed
00000059	0F52AB:Skyrim.esm	MGEF	MAG_ReanimateSecondayFFAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000005A	105F17:Skyrim.esm	MGEF	MAG_PerkQuickDrawEffect	FULL	0	Quick Draw	快速拉弓	Adamant 5.9.2 CHT exact FormKey seed
0000005B	105F17:Skyrim.esm	MGEF	MAG_PerkQuickDrawEffect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000005C	10C4E6:Skyrim.esm	MGEF	MAG_PerkFistsofSteelEffect	FULL	0	Fortify Unarmed Damage	強化徒手搏擊傷害	Adamant 5.9.2 CHT exact FormKey seed
0000005D	10C4E6:Skyrim.esm	MGEF	MAG_PerkFistsofSteelEffect	DNAM	0	You deal <mag> unarmed damage.	你造成<mag>點徒手搏擊傷害。	Adamant 5.9.2 CHT exact FormKey seed
0000005E	616301:Update.esm	MGEF	MAG_PerkPilgrim30Effect	FULL	0	Pilgrim	朝聖	Adamant 5.9.2 CHT exact FormKey seed
0000005F	616301:Update.esm	MGEF	MAG_PerkPilgrim30Effect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000060	616302:Update.esm	MGEF	MAG_PerkPilgrim60Effect	FULL	0	Pilgrim	朝聖	Adamant 5.9.2 CHT exact FormKey seed
00000061	616302:Update.esm	MGEF	MAG_PerkPilgrim60Effect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000062	616303:Update.esm	MGEF	MAG_PerkCultist30Effect	FULL	0	Cultist	信徒	Adamant 5.9.2 CHT exact FormKey seed
00000063	616303:Update.esm	MGEF	MAG_PerkCultist30Effect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000064	616304:Update.esm	MGEF	MAG_PerkCultist60Effect	FULL	0	Cultist	信徒	Adamant 5.9.2 CHT exact FormKey seed
00000065	616304:Update.esm	MGEF	MAG_PerkCultist60Effect	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000066	01CE04:Dragonborn.esm	MGEF	MAG_BoundDaggerFFSelf	FULL	0	Bound Dagger	匕首塑形術	Adamant 5.9.2 CHT exact FormKey seed
00000067	01CE04:Dragonborn.esm	MGEF	MAG_BoundDaggerFFSelf	DNAM	0	Summons a Bound Dagger for <dur> seconds.	召喚一個魔力塑形匕首，持續 <dur> 秒。	Adamant 5.9.2 CHT exact FormKey seed
00000068	01CE05:Dragonborn.esm	MGEF	MAG_BoundDaggerMysticFFSelf40	FULL	0	Bound Dagger	匕首塑形術	Adamant 5.9.2 CHT exact FormKey seed
00000069	01CE05:Dragonborn.esm	MGEF	MAG_BoundDaggerMysticFFSelf40	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000006A	01D74C:Dragonborn.esm	MGEF	MAG_RunePoisonFFLocation25	FULL	0	Poison Rune	毒害法印	Adamant 5.9.2 CHT exact FormKey seed
0000006B	01D74C:Dragonborn.esm	MGEF	MAG_RunePoisonFFLocation25	DNAM	0	Creates a rune that explodes when enemies approach, dealing <mag> Poison damage per second for <10> seconds. 	施放一個敵人靠近時會爆炸的法印，每秒造成 <mag> 點毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
0000006C	0285BF:Dragonborn.esm	MGEF	MAG_PerkMasterMindFrenzyRuneFFContact	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
0000006D	0285BF:Dragonborn.esm	MGEF	MAG_PerkMasterMindFrenzyRuneFFContact	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000006E	03D37B:Dragonborn.esm	MGEF	MAG_EnchBoundDaggerFX	FULL	0	Bound Dagger	匕首塑形術	Adamant 5.9.2 CHT exact FormKey seed
0000006F	03D37B:Dragonborn.esm	MGEF	MAG_EnchBoundDaggerFX	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000070	061011:MysticismMagic.esp	MGEF	MAG_CircleofLifeFFSelf100Perk	FULL	0	Restore Health	回復生命	Adamant 5.9.2 CHT exact FormKey seed
00000071	061011:MysticismMagic.esp	MGEF	MAG_CircleofLifeFFSelf100Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000072	066112:MysticismMagic.esp	MGEF	MAG_CircleofLifeFFSelf50Perk	FULL	0	Restore Health	回復生命	Adamant 5.9.2 CHT exact FormKey seed
00000073	066112:MysticismMagic.esp	MGEF	MAG_CircleofLifeFFSelf50Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000074	070313:MysticismMagic.esp	MGEF	MAG_CircleofWisdomFFSelf50Perk	FULL	0	Fortify Magicka Regeneration	強化法力恢復	Adamant 5.9.2 CHT exact FormKey seed
00000075	070313:MysticismMagic.esp	MGEF	MAG_CircleofWisdomFFSelf50Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000076	070314:MysticismMagic.esp	MGEF	MAG_CircleofWisdomFFSelf100Perk	FULL	0	Fortify Magicka Regeneration	強化法力恢復	Adamant 5.9.2 CHT exact FormKey seed
00000077	070314:MysticismMagic.esp	MGEF	MAG_CircleofWisdomFFSelf100Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000078	070315:MysticismMagic.esp	MGEF	MAG_CircleofStrengthFFSelf50Perk	FULL	0	Fortify Stamina Regeneration	強化耐力恢復	Adamant 5.9.2 CHT exact FormKey seed
00000079	070315:MysticismMagic.esp	MGEF	MAG_CircleofStrengthFFSelf50Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000007A	070316:MysticismMagic.esp	MGEF	MAG_CircleofStrengthFFSelf100Perk	FULL	0	Fortify Stamina Regeneration	強化耐力恢復	Adamant 5.9.2 CHT exact FormKey seed
0000007B	070316:MysticismMagic.esp	MGEF	MAG_CircleofStrengthFFSelf100Perk	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000007C	180EDE:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFAimed	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
0000007D	180EDE:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFAimed	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000007E	180EDF:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFSelfArea100	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
0000007F	180EDF:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFSelfArea100	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000080	180EE0:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFAimedArea75	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
00000081	180EE0:MysticismMagic.esp	MGEF	MAG_PerkMasterMindParalyzeFFAimedArea75	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000082	1AE7F9:MysticismMagic.esp	MGEF	MAG_FireDamageFFTouch00	FULL	0	Fire Damage	火焰傷害	Adamant 5.9.2 CHT exact phrase seed
00000083	1AE7F9:MysticismMagic.esp	MGEF	MAG_FireDamageFFTouch00	DNAM	0	Deals <mag> Fire damage to enemies in melee range. Targets on fire take extra damage over time.	對近戰範圍內的敵人造成 <mag> 點火焰傷害。燃燒中的目標會受到額外持續傷害。	Adamant 6.0.2 custom; Skyrim 8.20 terminology
00000084	1E634A:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimed25	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
00000085	1E634A:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimed25	DNAM	0	Deals <mag> Poison damage per second for <10> seconds.	每秒造成 <mag> 點毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
00000086	1E634C:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimedArea50	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
00000087	1E634C:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimedArea50	DNAM	0	Deals <mag> Poison damage per second for <10> seconds in a large area.	大範圍內每秒造成 <mag> 點毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
00000088	1E6350:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimed75	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
00000089	1E6350:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimed75	DNAM	0	Deals <mag> Poison damage per second for <10> seconds.	每秒造成 <mag> 點毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
0000008A	1FA75E:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimedArea100	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
0000008B	1FA75E:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFAimedArea100	DNAM	0	Deals <mag> Poison damage per second for <10> seconds in a large area.	大範圍內每秒造成 <mag> 點毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
0000008C	20496D:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFTouch00	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
0000008D	20496D:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFTouch00	DNAM	0	Deals <mag> Poison damage per second for <10> seconds to enemies in melee range. 	對近戰範圍內的敵人造成每秒 <mag> 點的毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
0000008E	20496E:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFTouch75	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
0000008F	20496E:MysticismMagic.esp	MGEF	MAG_PoisonDamageFFTouch75	DNAM	0	Deals <mag> Poison damage per second for <10> seconds to enemies in melee range. 	對近戰範圍內的敵人造成每秒 <mag> 點的毒素傷害，持續 <10> 秒。	Adamant 5.9.2 CHT exact FormKey seed
00000090	204971:MysticismMagic.esp	MGEF	MAG_PoisonDamageConcCloak	FULL	0	Poison Damage	毒素傷害	Adamant 5.9.2 CHT exact FormKey seed
00000091	204971:MysticismMagic.esp	MGEF	MAG_PoisonDamageConcCloak	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000092	27E23F:MysticismMagic.esp	MGEF	MAG_RestoreHealthFFSelf50	FULL	0	Restore Health	回復生命	Adamant 5.9.2 CHT exact FormKey seed
00000093	27E23F:MysticismMagic.esp	MGEF	MAG_RestoreHealthFFSelf50	DNAM	0	Restores <mag> Health to yourself and nearby living allies.	恢復自身與附近同伴 <mag> 點生命。	Adamant 5.9.2 CHT exact FormKey seed
00000094	27E241:MysticismMagic.esp	MGEF	MAG_RestoreHealthFFSelf75	FULL	0	Restore Health	回復生命	Adamant 5.9.2 CHT exact FormKey seed
00000095	27E241:MysticismMagic.esp	MGEF	MAG_RestoreHealthFFSelf75	DNAM	0	Restores <mag> Health to yourself and nearby living allies.	恢復自身與附近同伴 <mag> 點生命。	Adamant 5.9.2 CHT exact FormKey seed
00000096	2B5DFD:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFSelfArea100	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
00000097	2B5DFD:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFSelfArea100	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
00000098	2B5E00:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFAimedArea75	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
00000099	2B5E00:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFAimedArea75	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000009A	2BAF01:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFAimed25Dummy	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
0000009B	2BAF01:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFAimed25Dummy	DNAM	0			Adamant 5.9.2 CHT exact FormKey seed
0000009C	2BAF02:MysticismMagic.esp	MGEF	MAG_PerkMasterMindSilenceFFAimedArea75Dummy	FULL	0	Master of the Mind	心靈掌控大師	Adamant 5.9.2 CHT exact FormKey seed
